iter	Logloss
0	0.6006115379
1	0.512175821
2	0.4422661938
3	0.3877652295
4	0.343724029
5	0.3088595336
6	0.2786106588
7	0.2518320963
8	0.2292074603
9	0.2089077328
10	0.1934458132
11	0.1805834764
12	0.1699588659
13	0.1597215268
14	0.1512329258
15	0.1432950553
16	0.1371531609
17	0.1319245607
18	0.1274886875
19	0.123812917
20	0.119163029
21	0.1152698583
22	0.1102228735
23	0.1073230256
24	0.1046924531
25	0.1022239748
26	0.09953604278
27	0.09777131685
28	0.09604561932
29	0.09469049999
30	0.09266312958
31	0.09118613962
32	0.08987786072
33	0.08809821925
34	0.08700677318
35	0.08593925385
36	0.08478521355
37	0.0840303581
38	0.0826101278
39	0.08078643076
40	0.08018222689
41	0.07913403644
42	0.07840374731
43	0.07706537806
44	0.07633294358
45	0.07491529743
46	0.07283044619
47	0.07219437561
48	0.07122813809
49	0.07067528171
50	0.06997628866
51	0.06856138517
52	0.06820890245
53	0.06746221467
54	0.06690514177
55	0.0660828129
56	0.06578325358
57	0.06525559832
58	0.06485089492
59	0.0643291589
60	0.06397570792
61	0.0634626748
62	0.06305976289
63	0.06262801397
64	0.06199790041
65	0.06167169434
66	0.06112051661
67	0.06062964659
68	0.06042846547
69	0.05988716895
70	0.0593287807
71	0.0589363904
72	0.05856899071
73	0.05824165389
74	0.05796150176
75	0.05754426006
76	0.05616590926
77	0.05570808417
78	0.05553382318
79	0.05512966427
80	0.05477696271
81	0.05430716533
82	0.05403033368
83	0.05354642203
84	0.0533011495
85	0.05310196719
86	0.052497418
87	0.05189799225
88	0.05137147949
89	0.0511142178
90	0.05087780077
91	0.05068454277
92	0.05054076329
93	0.05030976283
94	0.04999686278
95	0.04914292353
96	0.04851784682
97	0.04824278239
98	0.04788311687
99	0.04761146036
100	0.04733582611
101	0.04707158892
102	0.04653838048
103	0.04616726958
104	0.04599659606
105	0.04576628924
106	0.04556482217
107	0.0453072973
108	0.04515601314
109	0.04474404939
110	0.04457004916
111	0.04430186902
112	0.04393371265
113	0.04382741669
114	0.04375394492
115	0.04367947518
116	0.04349470319
117	0.04320864071
118	0.04285666041
119	0.04266362851
120	0.04223055596
121	0.04191937837
122	0.04170426785
123	0.0416009588
124	0.04147289047
125	0.04128049905
126	0.04073017459
127	0.04066884784
128	0.04058901049
129	0.0403251312
130	0.04012603354
131	0.03982016251
132	0.03973113856
133	0.03952567531
134	0.03935221629
135	0.03917035474
136	0.03915698807
137	0.0391162953
138	0.03900716634
139	0.03863729544
140	0.03853683021
141	0.03838938707
142	0.03833367719
143	0.03826393349
144	0.03816141247
145	0.03795671378
146	0.03773437443
147	0.03759833357
148	0.03726103008
149	0.03711810056
150	0.03702222202
151	0.03686689184
152	0.03644197574
153	0.03634728664
154	0.03599934566
155	0.03580371112
156	0.03562031213
157	0.03547944486
158	0.03538455263
159	0.0352613572
160	0.0351039445
161	0.03491180122
162	0.03474204338
163	0.0346127538
164	0.03448146622
165	0.03426141162
166	0.03419326846
167	0.03403175241
168	0.03395280492
169	0.03377859369
170	0.03356431172
171	0.03340561226
172	0.03329465773
173	0.0330582893
174	0.03297646439
175	0.0328711543
176	0.03269229937
177	0.03265516262
178	0.0325584322
179	0.03243666284
180	0.0323398914
181	0.03226950959
182	0.03216958585
183	0.0320223648
184	0.03166590413
185	0.03151174205
186	0.03137831827
187	0.03115447561
188	0.03098378367
189	0.03094186485
190	0.03089559075
191	0.03083537178
192	0.03064308621
193	0.03057154928
194	0.03052346079
195	0.0303095105
196	0.03022543566
197	0.0301733887
198	0.03011813481
199	0.03005293901
200	0.02998870835
201	0.02983461876
202	0.02973689831
203	0.02963457545
204	0.02950434546
205	0.0293969298
206	0.02919072191
207	0.02908523096
208	0.02898564831
209	0.02886598878
210	0.02875675376
211	0.02866435903
212	0.02851435093
213	0.02840916898
214	0.02829246954
215	0.02825142767
216	0.02812360305
217	0.02801125404
218	0.02790302925
219	0.02772887489
220	0.02762249558
221	0.02755032302
222	0.02726859455
223	0.02723616994
224	0.02717127183
225	0.02707468394
226	0.02692451159
227	0.02669669828
228	0.02658758923
229	0.02645822944
230	0.02639299647
231	0.02621521106
232	0.026127772
233	0.02593638829
234	0.02578149096
235	0.02566485915
236	0.02555610206
237	0.02550334682
238	0.02541606649
239	0.02534044846
240	0.02523147951
241	0.02504761685
242	0.02495658108
243	0.0248304387
244	0.02472091788
245	0.02465032466
246	0.02463616224
247	0.02450632544
248	0.02439653358
249	0.02428934258
250	0.02420827215
251	0.02411644197
252	0.02403064548
253	0.02399158699
254	0.02395264478
255	0.02382722942
256	0.02373627765
257	0.02367464036
258	0.02336657977
259	0.02326326608
260	0.02314152991
261	0.02303893068
262	0.0229779522
263	0.02289666615
264	0.02284127612
265	0.02264257793
266	0.022511265
267	0.02244841722
268	0.02235454725
269	0.02227410858
270	0.02211441009
271	0.02207102488
272	0.0219933356
273	0.02196132817
274	0.0219233255
275	0.0219002771
276	0.02177193565
277	0.02171782858
278	0.02163227589
279	0.02156809021
280	0.02151279541
281	0.02144171886
282	0.02135942451
283	0.02129873114
284	0.02120466439
285	0.02112498934
286	0.02106787833
287	0.02098936185
288	0.02088013516
289	0.02082107227
290	0.02075908691
291	0.02068729353
292	0.02061110432
293	0.02056103101
294	0.02050225199
295	0.02046508685
296	0.02044904231
297	0.02039644626
298	0.0203325636
299	0.0202782884
300	0.02023513692
301	0.02020668703
302	0.02014171141
303	0.02006586746
304	0.01995399557
305	0.01990270961
306	0.01985306846
307	0.01977436413
308	0.01973438445
309	0.01972374767
310	0.0196824147
311	0.01962578351
312	0.01955087768
313	0.01949785502
314	0.01944366757
315	0.01941111096
316	0.01930673718
317	0.01923588206
318	0.0191691974
319	0.01909567374
320	0.01898783374
321	0.01896254704
322	0.01895888983
323	0.01885973742
324	0.01878771303
325	0.01869018202
326	0.01864265838
327	0.01862264504
328	0.01855755605
329	0.01851528793
330	0.01851527785
331	0.01850539708
332	0.01846780936
333	0.01837024022
334	0.01832033105
335	0.0182662625
336	0.01819817912
337	0.01815377096
338	0.01812572893
339	0.01809403653
340	0.018067535
341	0.01804204647
342	0.01802603714
343	0.01801049447
344	0.01798738956
345	0.01793803862
346	0.01788343365
347	0.01780709856
348	0.01779522408
349	0.01775682631
350	0.01771069607
351	0.01765650724
352	0.01763341837
353	0.01758932974
354	0.0175531276
355	0.01751422604
356	0.01748326717
357	0.01741614763
358	0.01738209856
359	0.01731992911
360	0.01729317419
361	0.01723242988
362	0.01713778604
363	0.01701262737
364	0.01695292292
365	0.01692147018
366	0.01689917285
367	0.01684087239
368	0.01667359541
369	0.01657414069
370	0.01650065418
371	0.01642794535
372	0.01640294565
373	0.01632236269
374	0.01632085556
375	0.01631836459
376	0.01630997614
377	0.01628652098
378	0.01625635971
379	0.01621836889
380	0.01618346345
381	0.01615504839
382	0.01614723732
383	0.01610363625
384	0.01605571466
385	0.01603393619
386	0.01599233586
387	0.01597350043
388	0.01594986074
389	0.01589113206
390	0.01582003788
391	0.01579662063
392	0.01576180446
393	0.01569062843
394	0.01558010408
395	0.01555178003
396	0.01552664615
397	0.01543042229
398	0.01536624607
399	0.01536471625
400	0.01534979667
401	0.01533012662
402	0.01531484577
403	0.01522843587
404	0.01520208493
405	0.0151638415
406	0.01513822356
407	0.01511288586
408	0.01507273395
409	0.01502661551
410	0.01499993443
411	0.01498917591
412	0.01495641113
413	0.01491829159
414	0.01491675789
415	0.01488398997
416	0.01485499242
417	0.01483564947
418	0.01479957487
419	0.01472715832
420	0.01464867553
421	0.01461909589
422	0.01458139714
423	0.0145215978
424	0.01451147189
425	0.0144883073
426	0.01448281251
427	0.01445612974
428	0.01443602876
429	0.01443123952
430	0.01439847267
431	0.01436072015
432	0.01436070082
433	0.01433361739
434	0.01426241627
435	0.01421545083
436	0.0141838898
437	0.01417003375
438	0.01416834837
439	0.01414179669
440	0.01413355908
441	0.01410753206
442	0.01407753685
443	0.01399945834
444	0.01394524826
445	0.01392916744
446	0.01392113694
447	0.01389175879
448	0.01381251768
449	0.0137650575
450	0.01374590968
451	0.0137141878
452	0.01369952584
453	0.01368515252
454	0.01354628507
455	0.01351047589
456	0.01343644137
457	0.01343643143
458	0.01340260577
459	0.01338571729
460	0.01334762481
461	0.013306331
462	0.01327346173
463	0.01326169863
464	0.01324733004
465	0.01320107429
466	0.01318038981
467	0.01314623513
468	0.01313675245
469	0.0130979337
470	0.01308071835
471	0.01306392653
472	0.01304326618
473	0.01304324142
474	0.01304323327
475	0.01303220344
476	0.01301334606
477	0.01298915988
478	0.01297218592
479	0.01294784349
480	0.01293496352
481	0.01290683669
482	0.01284684109
483	0.0128372074
484	0.01280585436
485	0.01276450743
486	0.01276442214
487	0.01275542833
488	0.0127205025
489	0.01268667865
490	0.01266509561
491	0.01265613146
492	0.01260568865
493	0.01255640568
494	0.01252908441
495	0.01252069958
496	0.0124973201
497	0.01244788115
498	0.01241331182
499	0.01238105046
500	0.01236972849
501	0.01228059678
502	0.01225130254
503	0.01223299256
504	0.01214796699
505	0.01214797323
506	0.01210658768
507	0.01207014008
508	0.01206781333
509	0.01202548408
510	0.01201269682
511	0.01200848033
512	0.01199167414
513	0.01199000002
514	0.01198218762
515	0.01193965538
516	0.01192935858
517	0.01190698526
518	0.01190697983
519	0.01186249532
520	0.01186249532
521	0.01182774855
522	0.01178772656
523	0.01174947102
524	0.01174224858
525	0.01171782284
526	0.01168120956
527	0.01164907447
528	0.01164736638
529	0.01163116933
530	0.01158824333
531	0.01155534244
532	0.01154562002
533	0.01154388481
534	0.01150311723
535	0.01146938048
536	0.01144734648
537	0.01141468641
538	0.01138613955
539	0.01138613698
540	0.01138611915
541	0.01137117683
542	0.01137057636
543	0.01136872152
544	0.01134671578
545	0.01133952954
546	0.01131894363
547	0.0113063505
